iter	Passed	Remaining
418	2551	6582
419	2560	6584
420	2565	6575
421	2572	6570
422	2577	6563
423	2583	6556
424	2590	6552
425	2596	6545
426	2603	6542
427	2614	6547
428	2620	6542
429	2625	6533
430	2630	6524
431	2637	6520
432	2642	6512
433	2647	6503
434	2653	6497
435	2659	6489
436	2664	6481
437	2670	6475
438	2675	6467
439	2681	6459
440	2689	6458
441	2698	6459
442	2705	6455
443	2714	6457
444	2720	6449
445	2725	6441
446	2731	6434
447	2736	6426
448	2741	6417
449	2747	6409
450	2752	6402
451	2757	6394
452	2763	6387
453	2769	6381
454	2775	6373
455	2780	6365
456	2785	6358
457	2792	6353
458	2797	6345
459	2803	6338
460	2809	6332
461	2815	6326
462	2821	6319
463	2827	6312
464	2832	6304
465	2837	6296
466	2843	6290
467	2849	6283
468	2854	6275
469	2860	6269
470	2866	6262
471	2872	6256
472	2878	6248
473	2883	6240
474	2889	6235
475	2895	6229
476	2901	6222
477	2907	6215
478	2912	6208
479	2917	6200
480	2923	6194
481	2928	6185
482	2934	6178
483	2939	6170
484	2944	6162
485	2949	6154
486	2955	6147
487	2961	6140
488	2966	6132
489	2974	6130
490	2979	6123
491	2985	6117
492	2992	6112
493	2997	6104
494	3002	6096
495	3009	6091
496	3014	6084
497	3022	6080
498	3028	6075
499	3033	6067
500	3038	6058
501	3044	6052
502	3049	6045
503	3055	6037
504	3061	6032
505	3066	6024
506	3072	6017
507	3077	6010
508	3082	6002
509	3089	5996
510	3096	5992
511	3102	5986
512	3107	5978
513	3113	5972
514	3118	5964
515	3124	5958
516	3130	5952
517	3135	5944
518	3140	5936
519	3146	5930
520	3152	5924
521	3157	5916
522	3163	5908
523	3168	5902
524	3173	5894
525	3180	5889
526	3185	5882
527	3191	5875
528	3198	5871
529	3203	5863
530	3208	5855
531	3214	5848
532	3221	5844
533	3229	5841
534	3234	5834
535	3239	5827
536	3246	5821
537	3255	5820
538	3260	5813
539	3267	5808
540	3272	5800
541	3277	5793
542	3284	5787
543	3288	5779
544	3294	5772
545	3299	5764
546	3304	5757
547	3310	5750
548	3317	5746
549	3322	5738
550	3327	5730
551	3333	5724
552	3339	5718
553	3344	5710
554	3351	5706
555	3356	5699
556	3369	5704
557	3379	5704
558	3386	5701
559	3392	5694
560	3400	5692
561	3407	5686
562	3412	5679
563	3418	5673
564	3424	5667
565	3433	5666
566	3439	5660
567	3446	5654
568	3452	5648
569	3458	5643
570	3463	5635
571	3470	5631
572	3475	5623
573	3481	5615
574	3487	5610
575	3492	5602
576	3497	5595
577	3504	5589
578	3509	5583
579	3515	5575
580	3520	5569
581	3526	5562
582	3536	5563
583	3543	5557
584	3548	5550
585	3555	5545
586	3560	5538
587	3566	5531
588	3572	5525
589	3577	5518
590	3582	5510
591	3589	5504
592	3594	5497
593	3601	5492
594	3609	5490
595	3615	5483
596	3621	5477
597	3626	5470
598	3634	5467
599	3640	5460
600	3645	5452
601	3650	5445
602	3656	5439
603	3661	5432
604	3666	5424
605	3672	5418
606	3678	5411
607	3683	5404
608	3690	5399
609	3697	5394
610	3702	5387
611	3709	5382
612	3715	5376
613	3721	5369
614	3728	5365
615	3733	5358
616	3739	5351
617	3745	5345
618	3750	5338
619	3757	5332
620	3763	5326
621	3768	5319
622	3773	5311
623	3778	5304
624	3783	5297
625	3789	5290
626	3795	5284
627	3800	5277
628	3806	5270
629	3811	5263
630	3819	5259
631	3824	5252
632	3829	5245
633	3834	5237
634	3838	5229
635	3845	5223
636	3850	5216
637	3856	5210
638	3862	5204
639	3867	5197
640	3873	5190
641	3879	5184
642	3885	5178
643	3890	5171
644	3896	5164
645	3901	5157
646	3906	5150
647	3911	5142
648	3919	5139
649	3925	5133
650	3931	5127
651	3937	5121
652	3942	5113
653	3948	5107
654	3953	5100
655	3959	5093
656	3965	5087
657	3971	5082
658	3976	5074
659	3982	5068
660	3986	5060
661	3992	5053
662	4001	5052
663	4006	5044
664	4013	5039
665	4018	5032
666	4024	5025
667	4029	5018
668	4034	5010
669	4039	5004
670	4045	4997
671	4051	4991
672	4056	4984
673	4061	4977
674	4067	4971
675	4073	4964
676	4078	4958
677	4084	4951
678	4089	4945
679	4094	4937
680	4099	4930
681	4105	4923
682	4110	4916
683	4115	4910
684	4122	4904
685	4128	4898
686	4134	4893
687	4139	4885
688	4144	4878
689	4151	4872
690	4157	4867
691	4162	4859
692	4169	4855
693	4177	4851
694	4183	4846
695	4189	4839
696	4195	4833
697	4201	4827
698	4206	4819
699	4211	4812
700	4217	4807
701	4222	4800
702	4229	4794
703	4235	4789
704	4240	4782
705	4246	4775
706	4252	4769
707	4258	4763
708	4263	4756
709	4269	4750
710	4277	4747
711	4283	4740
712	4295	4740
713	4300	4733
714	4305	4727
715	4310	4720
716	4316	4713
717	4321	4706
718	4326	4699
719	4331	4692
720	4336	4685
721	4343	4679
722	4348	4673
723	4353	4666
724	4358	4659
725	4364	4653
726	4369	4645
727	4374	4639
728	4381	4633
729	4387	4627
730	4393	4621
731	4400	4617
732	4406	4610
733	4411	4604
734	4416	4597
735	4421	4590
736	4427	4583
737	4432	4576
738	4438	4570
739	4445	4565
740	4450	4558
741	4455	4551
742	4460	4544
743	4465	4537
744	4470	4530
745	4475	4523
746	4480	4516
747	4486	4510
748	4492	4504
749	4496	4496
750	4501	4489
751	4507	4483
752	4513	4477
753	4518	4470
754	4524	4464
755	4529	4457
756	4535	4451
757	4541	4445
758	4546	4438
759	4551	4431
760	4556	4425
761	4564	4420
762	4569	4413
763	4575	4408
764	4581	4401
765	4587	4395
766	4593	4390
767	4599	4383
768	4604	4376
769	4610	4371
770	4620	4368
771	4629	4366
772	4640	4364
773	4652	4363
774	4659	4358
775	4665	4352
776	4670	4345
777	4677	4340
778	4683	4334
779	4688	4327
780	4695	4322
781	4700	4316
782	4705	4309
783	4711	4303
784	4716	4296
785	4721	4289
786	4726	4282
787	4732	4275
788	4737	4268
789	4743	4262
790	4748	4256
791	4753	4249
792	4758	4242
793	4763	4235
794	4770	4230
795	4775	4223
796	4781	4217
797	4787	4211
798	4793	4205
799	4800	4200
800	4805	4193
801	4811	4187
802	4817	4181
803	4822	4174
804	4827	4168
805	4834	4162
806	4839	4156
807	4845	4150
808	4851	4143
809	4856	4137
810	4863	4131
811	4868	4124
812	4873	4118
813	4878	4111
814	4885	4105
815	4890	4099
816	4895	4092
817	4902	4087
818	4909	4081
819	4914	4075
820	4921	4069
821	4926	4063
822	4933	4058
823	4937	4050
824	4942	4044
825	4948	4038
826	4954	4031
827	4959	4025
828	4965	4019
829	4971	4013
830	4977	4007
831	4985	4002
832	4990	3996
833	4998	3991
834	5004	3985
835	5010	3980
836	5018	3975
837	5024	3969
838	5030	3963
839	5037	3957
840	5042	3951
841	5048	3945
842	5054	3939
843	5059	3932
844	5064	3925
845	5070	3919
846	5076	3913
847	5081	3907
848	5089	3902
849	5096	3897
850	5102	3891
851	5109	3886
852	5116	3880
853	5122	3874
854	5127	3868
855	5132	3861
856	5138	3855
857	5143	3848
858	5148	3842
859	5155	3836
860	5160	3830
861	5166	3823
862	5172	3817
863	5177	3811
864	5182	3804
865	5188	3798
866	5193	3791
867	5198	3785
868	5204	3779
869	5210	3773
870	5218	3768
871	5224	3762
872	5229	3755
873	5236	3750
874	5242	3744
875	5248	3738
876	5254	3733
877	5262	3728
878	5267	3721
879	5274	3716
880	5281	3710
881	5288	3705
882	5294	3699
883	5300	3693
884	5307	3688
885	5316	3684
886	5325	3680
887	5333	3676
888	5340	3670
889	5346	3664
890	5351	3657
891	5358	3652
892	5363	3645
893	5369	3640
894	5377	3634
895	5382	3628
896	5387	3621
897	5394	3616
898	5399	3609
899	5404	3603
900	5410	3596
901	5415	3590
902	5421	3584
903	5427	3578
904	5433	3572
905	5438	3565
906	5444	3559
907	5450	3553
908	5455	3546
909	5460	3540
910	5467	3534
911	5472	3528
912	5478	3522
913	5484	3516
914	5489	3509
915	5494	3503
916	5501	3497
917	5506	3491
918	5512	3485
919	5517	3478
920	5523	3472
921	5530	3467
922	5536	3460
923	5542	3454
924	5548	3448
925	5552	3442
926	5558	3435
927	5565	3430
928	5570	3424
929	5575	3417
930	5582	3411
931	5590	3406
932	5595	3400
933	5601	3394
934	5606	3388
935	5612	3381
936	5619	3376
937	5626	3371
938	5632	3365
939	5637	3358
940	5643	3352
941	5650	3346
942	5655	3340
943	5660	3333
944	5666	3328
945	5672	3321
946	5679	3316
947	5685	3310
948	5690	3304
949	5697	3298
950	5704	3292
951	5709	3286
952	5714	3280
953	5720	3273
954	5726	3268
955	5731	3261
956	5737	3255
957	5742	3248
958	5750	3243
959	5755	3237
960	5760	3230
961	5766	3225
962	5772	3218
963	5777	3212
964	5783	3206
965	5789	3200
966	5794	3193
967	5800	3187
968	5805	3181
969	5810	3174
970	5816	3168
971	5822	3162
972	5827	3156
973	5833	3150
974	5839	3144
975	5844	3137
976	5848	3131
977	5855	3125
978	5860	3118
979	5865	3112
980	5872	3106
981	5877	3100
982	5882	3093
983	5889	3088
984	5896	3083
985	5902	3077
986	5907	3070
987	5913	3064
988	5919	3058
989	5925	3052
990	5930	3045
991	5936	3040
992	5941	3033
993	5948	3028
994	5954	3022
995	5959	3015
996	5964	3009
997	5970	3003
998	5976	2997
999	5982	2991
1000	5988	2985
1001	5995	2979
1002	6000	2973
1003	6009	2968
1004	6014	2962
1005	6019	2956
1006	6025	2950
1007	6031	2943
1008	6036	2937
1009	6044	2932
1010	6050	2926
1011	6059	2922
1012	6066	2916
1013	6073	2911
1014	6079	2905
1015	6084	2898
1016	6091	2892
1017	6096	2886
1018	6101	2880
1019	6108	2874
1020	6112	2867
1021	6117	2861
1022	6125	2855
1023	6130	2849
1024	6135	2843
1025	6141	2837
1026	6146	2830
1027	6151	2824
1028	6157	2818
1029	6164	2812
1030	6170	2807
1031	6178	2802
1032	6183	2795
1033	6190	2789
1034	6198	2784
1035	6207	2779
1036	6216	2775
1037	6222	2769
1038	6228	2763
1039	6233	2757
1040	6238	2750
1041	6245	2744
1042	6250	2738
1043	6255	2732
1044	6261	2726
1045	6269	2721
1046	6274	2714
1047	6279	2708
1048	6285	2702
1049	6291	2696
1050	6297	2690
1051	6302	2684
1052	6307	2677
1053	6313	2671
1054	6319	2665
1055	6324	2659
1056	6330	2653
1057	6335	2646
1058	6340	2640
1059	6347	2634
1060	6353	2628
1061	6358	2622
1062	6367	2617
1063	6374	2612
1064	6380	2606
1065	6387	2600
1066	6392	2594
1067	6398	2588
1068	6405	2582
1069	6410	2576
1070	6416	2570
1071	6421	2563
1072	6426	2557
1073	6431	2551
1074	6437	2544
1075	6442	2538
1076	6448	2532
1077	6453	2526
1078	6459	2520
1079	6465	2514
1080	6470	2507
1081	6474	2501
1082	6481	2495
1083	6486	2489
1084	6492	2483
1085	6497	2477
1086	6503	2470
1087	6508	2464
1088	6513	2458
1089	6519	2452
1090	6525	2446
1091	6530	2439
1092	6536	2433
1093	6542	2427
1094	6548	2421
1095	6554	2415
1096	6559	2409
1097	6565	2403
1098	6571	2397
1099	6577	2391
1100	6583	2385
1101	6588	2379
1102	6593	2373
1103	6599	2367
1104	6604	2360
1105	6610	2354
1106	6616	2348
1107	6621	2342
1108	6627	2336
1109	6633	2330
1110	6640	2324
1111	6645	2318
1112	6654	2313
1113	6659	2307
1114	6666	2301
1115	6673	2296
1116	6678	2289
1117	6687	2284
1118	6692	2278
1119	6699	2273
1120	6708	2268
1121	6717	2263
1122	6723	2257
1123	6731	2251
1124	6740	2246
1125	6748	2241
1126	6755	2235
1127	6761	2229
1128	6766	2223
1129	6773	2217
1130	6778	2211
1131	6784	2205
1132	6790	2199
1133	6796	2193
1134	6803	2187
1135	6811	2182
1136	6817	2176
1137	6823	2170
1138	6828	2164
1139	6833	2157
1140	6841	2152
1141	6846	2146
1142	6852	2140
1143	6859	2134
1144	6864	2128
1145	6869	2121
1146	6875	2116
1147	6880	2109
1148	6885	2103
1149	6891	2097
1150	6896	2091
1151	6902	2085
1152	6909	2079
1153	6914	2073
1154	6919	2066
1155	6926	2061
1156	6931	2054
1157	6937	2048
1158	6943	2042
1159	6948	2036
1160	6953	2030
1161	6959	2024
1162	6965	2018
1163	6970	2012
1164	6978	2006
1165	6983	2000
1166	6989	1994
1167	6995	1988
1168	7001	1982
1169	7006	1976
1170	7013	1970
1171	7018	1964
1172	7023	1957
1173	7028	1951
1174	7034	1945
1175	7039	1939
1176	7044	1933
1177	7050	1927
1178	7057	1921
1179	7063	1915
1180	7068	1909
1181	7072	1902
1182	7079	1897
1183	7084	1890
1184	7089	1884
1185	7094	1878
1186	7102	1872
1187	7107	1866
1188	7113	1860
1189	7118	1854
1190	7124	1848
1191	7130	1842
1192	7135	1836
1193	7141	1830
1194	7147	1824
1195	7152	1818
1196	7158	1812
1197	7166	1806
1198	7171	1800
1199	7176	1794
1200	7183	1788
1201	7189	1782
1202	7194	1776
1203	7200	1770
1204	7207	1764
1205	7214	1758
1206	7220	1752
1207	7225	1746
1208	7231	1740
1209	7237	1734
1210	7242	1728
1211	7248	1722
1212	7253	1716
1213	7259	1710
1214	7265	1704
1215	7270	1698
1216	7275	1691
1217	7281	1685
1218	7288	1680
1219	7297	1674
1220	7302	1668
1221	7307	1662
1222	7312	1656
1223	7318	1650
1224	7325	1644
1225	7331	1638
1226	7337	1632
1227	7342	1626
1228	7348	1620
1229	7354	1614
1230	7359	1608
1231	7366	1602
1232	7371	1596
1233	7377	1590
1234	7384	1584
1235	7392	1578
1236	7399	1573
1237	7410	1568
1238	7415	1562
1239	7422	1556
1240	7427	1550
1241	7432	1544
1242	7439	1538
1243	7445	1532
1244	7451	1526
1245	7457	1520
1246	7463	1514
1247	7468	1508
1248	7473	1501
1249	7480	1496
1250	7486	1490
1251	7492	1484
1252	7498	1478
1253	7504	1472
1254	7509	1465
1255	7515	1459
1256	7522	1454
1257	7529	1448
1258	7535	1442
1259	7540	1436
1260	7546	1430
1261	7552	1424
1262	7558	1418
1263	7564	1412
1264	7568	1406
1265	7574	1400
1266	7579	1393
1267	7585	1387
1268	7590	1381
1269	7598	1376
1270	7605	1370
1271	7613	1364
1272	7618	1358
1273	7625	1352
1274	7630	1346
1275	7635	1340
1276	7641	1334
1277	7646	1328
1278	7651	1322
1279	7658	1316
1280	7663	1310
1281	7668	1304
1282	7675	1298
1283	7681	1292
1284	7686	1286
1285	7694	1280
1286	7699	1274
1287	7704	1268
1288	7711	1262
1289	7720	1256
1290	7727	1251
1291	7733	1244
1292	7738	1238
1293	7743	1232
1294	7749	1226
1295	7754	1220
1296	7760	1214
1297	7766	1208
1298	7771	1202
1299	7779	1196
1300	7784	1190
1301	7790	1184
1302	7796	1178
1303	7801	1172
1304	7806	1166
1305	7812	1160
1306	7817	1154
1307	7823	1148
1308	7830	1142
1309	7835	1136
1310	7842	1130
1311	7848	1124
1312	7853	1118
1313	7858	1112
1314	7864	1106
1315	7868	1100
1316	7877	1094
1317	7883	1088
1318	7888	1082
1319	7896	1076
1320	7901	1070
1321	7906	1064
1322	7911	1058
1323	7917	1052
1324	7922	1046
1325	7928	1040
1326	7934	1034
1327	7939	1028
1328	7945	1022
1329	7951	1016
1330	7956	1010
1331	7961	1004
1332	7967	998
1333	7972	992
1334	7977	985
1335	7983	980
1336	7988	973
1337	7994	967
1338	7999	961
1339	8004	955
1340	8009	949
1341	8016	943
1342	8021	937
1343	8026	931
1344	8032	925
1345	8039	919
1346	8045	913
1347	8051	907
1348	8055	901
1349	8061	895
1350	8067	889
1351	8072	883
1352	8078	877
1353	8083	871
1354	8089	865
1355	8094	859
1356	8100	853
1357	8106	847
1358	8111	841
1359	8124	836
1360	8129	830
1361	8136	824
1362	8142	818
1363	8147	812
1364	8152	806
1365	8160	800
1366	8166	794
1367	8171	788
1368	8176	782
1369	8182	776
1370	8187	770
1371	8192	764
1372	8198	758
1373	8204	752
1374	8209	746
1375	8216	740
1376	8221	734
1377	8226	728
1378	8231	722
1379	8237	716
1380	8243	710
1381	8248	704
1382	8255	698
1383	8260	692
1384	8265	686
1385	8272	680
1386	8280	674
1387	8289	668
1388	8297	663
1389	8305	657
1390	8314	651
1391	8323	645
1392	8330	639
1393	8338	634
1394	8343	628
1395	8349	621
1396	8356	616
1397	8361	610
1398	8367	604
1399	8375	598
1400	8380	592
1401	8386	586
1402	8391	580
1403	8397	574
1404	8401	568
1405	8408	562
1406	8413	556
1407	8419	550
1408	8425	544
1409	8430	538
1410	8437	532
1411	8445	526
1412	8451	520
1413	8456	514
1414	8461	508
1415	8468	502
1416	8474	496
1417	8479	490
1418	8484	484
1419	8490	478
1420	8496	472
1421	8502	466
1422	8508	460
1423	8515	454
1424	8520	448
1425	8526	442
1426	8531	436
1427	8536	430
1428	8542	424
1429	8548	418
1430	8553	412
1431	8560	406
1432	8565	400
1433	8571	394
1434	8577	388
1435	8582	382
1436	8587	376
1437	8594	370
1438	8599	364
1439	8604	358
1440	8610	352
1441	8615	346
1442	8622	340
1443	8628	334
1444	8634	328
1445	8639	322
1446	8645	316
1447	8650	310
1448	8655	304
1449	8661	298
1450	8666	292
1451	8671	286
1452	8678	280
1453	8683	274
1454	8689	268
1455	8694	262
1456	8700	256
1457	8705	250
1458	8710	244
1459	8717	238
1460	8722	232
1461	8728	226
1462	8735	220
1463	8740	214
1464	8748	209
1465	8754	203
1466	8760	197
1467	8765	191
1468	8770	185
1469	8776	179
1470	8783	173
1471	8793	167
1472	8802	161
1473	8808	155
1474	8818	149
1475	8831	143
1476	8837	137
1477	8846	131
1478	8852	125
1479	8857	119
1480	8862	113
1481	8869	107
1482	8874	101
1483	8880	95
1484	8886	89
1485	8892	83
1486	8897	77
1487	8902	71
1488	8907	65
1489	8913	59
1490	8919	53
1491	8924	47
1492	8931	41
1493	8936	35
1494	8941	29
1495	8948	23
1496	8953	17
1497	8958	11
1498	8964	5
1499	8970	0
